id,task,method,cue_a,cue_b,expected,pred,success,coarse_visited,fine_steps,runtime_ms,candidates,grid,seed,n_queries
q01100,associative,topogps_no_cue,c2_013,c3_013,bridge_c2_c3_013,bridge_c2_c4_105,0,2500,120,21.8331,256,1,42,2000
q01101,associative,nn,c0_012,c2_012,bridge_c0_c2_012,c0_012,0,0,0,0.0082,256,1,42,2000
q01101,associative,minsim,c0_012,c2_012,bridge_c0_c2_012,c2_008,0,0,0,0.0127,256,1,42,2000
q01101,associative,graph_ppr,c0_012,c2_012,bridge_c0_c2_012,bridge_c0_c2_012,1,0,0,10.4039,256,1,42,2000
q01101,associative,topogps,c0_012,c2_012,bridge_c0_c2_012,bridge_c0_c2_012,1,3,1,0.842,256,1,42,2000
q01101,associative,topogps_cuepath,c0_012,c2_012,bridge_c0_c2_012,bridge_c0_c2_012,1,3,0,0.4948,256,1,42,2000
q01101,associative,topogps_no_cue,c0_012,c2_012,bridge_c0_c2_012,bridge_c0_c2_003,0,2500,120,22.0451,256,1,42,2000
q01102,associative,nn,c2_045,c1_045,bridge_c1_c2_045,c2_045,0,0,0,0.0084,256,1,42,2000
q01102,associative,minsim,c2_045,c1_045,bridge_c1_c2_045,c1_097,0,0,0,0.0128,256,1,42,2000
q01102,associative,graph_ppr,c2_045,c1_045,bridge_c1_c2_045,bridge_c1_c2_045,1,0,0,10.6097,256,1,42,2000
q01102,associative,topogps,c2_045,c1_045,bridge_c1_c2_045,bridge_c1_c2_045,1,3,0,0.7965,256,1,42,2000
q01102,associative,topogps_cuepath,c2_045,c1_045,bridge_c1_c2_045,bridge_c1_c2_045,1,3,0,0.8901,256,1,42,2000
q01102,associative,topogps_no_cue,c2_045,c1_045,bridge_c1_c2_045,c2_045,0,2500,120,21.4681,256,1,42,2000
q01103,associative,nn,c0_064,c4_064,bridge_c0_c4_064,c0_064,0,0,0,0.0083,256,1,42,2000
q01103,associative,minsim,c0_064,c4_064,bridge_c0_c4_064,c4_024,0,0,0,0.0129,256,1,42,2000
q01103,associative,graph_ppr,c0_064,c4_064,bridge_c0_c4_064,bridge_c0_c4_064,1,0,0,10.3388,256,1,42,2000
q01103,associative,topogps,c0_064,c4_064,bridge_c0_c4_064,bridge_c0_c4_064,1,3,1,0.8449,256,1,42,2000
q01103,associative,topogps_cuepath,c0_064,c4_064,bridge_c0_c4_064,bridge_c0_c4_064,1,3,0,0.5203,256,1,42,2000
q01103,associative,topogps_no_cue,c0_064,c4_064,bridge_c0_c4_064,c0_064,0,2500,120,21.3616,256,1,42,2000
q01104,associative,nn,c2_067,c0_067,bridge_c0_c2_067,c2_067,0,0,0,0.0082,256,1,42,2000
q01104,associative,minsim,c2_067,c0_067,bridge_c0_c2_067,c0_083,0,0,0,0.0127,256,1,42,2000
q01104,associative,graph_ppr,c2_067,c0_067,bridge_c0_c2_067,bridge_c0_c2_067,1,0,0,10.4258,256,1,42,2000
q01104,associative,topogps,c2_067,c0_067,bridge_c0_c2_067,bridge_c0_c2_067,1,3,0,0.7714,256,1,42,2000
q01104,associative,topogps_cuepath,c2_067,c0_067,bridge_c0_c2_067,bridge_c0_c2_067,1,3,0,0.5007,256,1,42,2000
q01104,associative,topogps_no_cue,c2_067,c0_067,bridge_c0_c2_067,bridge_c2_c4_021,0,2500,120,21.3014,256,1,42,2000
q01105,associative,nn,c1_002,c3_002,bridge_c1_c3_002,c1_002,0,0,0,0.0083,256,1,42,2000
q01105,associative,minsim,c1_002,c3_002,bridge_c1_c3_002,c2_096,0,0,0,0.0129,256,1,42,2000
q01105,associative,graph_ppr,c1_002,c3_002,bridge_c1_c3_002,bridge_c1_c3_002,1,0,0,10.4221,256,1,42,2000
q01105,associative,topogps,c1_002,c3_002,bridge_c1_c3_002,bridge_c1_c3_002,1,3,1,0.8373,256,1,42,2000
q01105,associative,topogps_cuepath,c1_002,c3_002,bridge_c1_c3_002,bridge_c1_c3_002,1,3,0,0.5139,256,1,42,2000
q01105,associative,topogps_no_cue,c1_002,c3_002,bridge_c1_c3_002,c1_002,0,2500,120,21.015,256,1,42,2000
q01106,associative,nn,c4_081,c3_081,bridge_c3_c4_081,c4_081,0,0,0,0.0085,256,1,42,2000
q01106,associative,minsim,c4_081,c3_081,bridge_c3_c4_081,c3_104,0,0,0,0.0127,256,1,42,2000
q01106,associative,graph_ppr,c4_081,c3_081,bridge_c3_c4_081,bridge_c3_c4_081,1,0,0,10.4093,256,1,42,2000
q01106,associative,topogps,c4_081,c3_081,bridge_c3_c4_081,bridge_c3_c4_081,1,3,0,0.8136,256,1,42,2000
q01106,associative,topogps_cuepath,c4_081,c3_081,bridge_c3_c4_081,bridge_c3_c4_081,1,3,0,0.5591,256,1,42,2000
q01106,associative,topogps_no_cue,c4_081,c3_081,bridge_c3_c4_081,c4_081,0,2452,120,20.9415,256,1,42,2000
q01107,associative,nn,c3_013,c2_013,bridge_c2_c3_013,c3_013,0,0,0,0.0079,256,1,42,2000
q01107,associative,minsim,c3_013,c2_013,bridge_c2_c3_013,c3_034,0,0,0,0.0124,256,1,42,2000
q01107,associative,graph_ppr,c3_013,c2_013,bridge_c2_c3_013,bridge_c2_c3_013,1,0,0,10.4861,256,1,42,2000
q01107,associative,topogps,c3_013,c2_013,bridge_c2_c3_013,bridge_c2_c3_013,1,3,0,0.797,256,1,42,2000
q01107,associative,topogps_cuepath,c3_013,c2_013,bridge_c2_c3_013,bridge_c2_c3_013,1,3,0,0.5194,256,1,42,2000
q01107,associative,topogps_no_cue,c3_013,c2_013,bridge_c2_c3_013,c3_013,0,2408,120,20.3111,256,1,42,2000
q01108,associative,nn,c1_031,c3_031,bridge_c1_c3_031,c1_031,0,0,0,0.0082,256,1,42,2000
q01108,associative,minsim,c1_031,c3_031,bridge_c1_c3_031,c3_094,0,0,0,0.0126,256,1,42,2000
q01108,associative,graph_ppr,c1_031,c3_031,bridge_c1_c3_031,bridge_c1_c3_031,1,0,0,10.5044,256,1,42,2000
q01108,associative,topogps,c1_031,c3_031,bridge_c1_c3_031,bridge_c1_c3_031,1,3,1,0.8581,256,1,42,2000
q01108,associative,topogps_cuepath,c1_031,c3_031,bridge_c1_c3_031,bridge_c1_c3_031,1,3,0,0.5113,256,1,42,2000
q01108,associative,topogps_no_cue,c1_031,c3_031,bridge_c1_c3_031,c1_031,0,2500,120,21.6351,256,1,42,2000
q01109,associative,nn,c3_095,c0_095,bridge_c0_c3_095,c3_095,0,0,0,0.0081,256,1,42,2000
q01109,associative,minsim,c3_095,c0_095,bridge_c0_c3_095,c3_078,0,0,0,0.0126,256,1,42,2000
q01109,associative,graph_ppr,c3_095,c0_095,bridge_c0_c3_095,bridge_c0_c3_095,1,0,0,10.3395,256,1,42,2000
q01109,associative,topogps,c3_095,c0_095,bridge_c0_c3_095,bridge_c0_c3_095,1,3,0,0.7617,256,1,42,2000
q01109,associative,topogps_cuepath,c3_095,c0_095,bridge_c0_c3_095,bridge_c0_c3_095,1,3,0,0.5002,256,1,42,2000
q01109,associative,topogps_no_cue,c3_095,c0_095,bridge_c0_c3_095,bridge_c3_c4_011,0,2358,120,20.1534,256,1,42,2000
q01110,associative,nn,c2_107,c4_107,bridge_c2_c4_107,c2_107,0,0,0,0.0085,256,1,42,2000
q01110,associative,minsim,c2_107,c4_107,bridge_c2_c4_107,c4_080,0,0,0,0.0126,256,1,42,2000
q01110,associative,graph_ppr,c2_107,c4_107,bridge_c2_c4_107,bridge_c2_c4_107,1,0,0,10.3849,256,1,42,2000
q01110,associative,topogps,c2_107,c4_107,bridge_c2_c4_107,bridge_c2_c4_107,1,3,1,0.8752,256,1,42,2000
q01110,associative,topogps_cuepath,c2_107,c4_107,bridge_c2_c4_107,bridge_c2_c4_107,1,3,0,0.5429,256,1,42,2000
q01110,associative,topogps_no_cue,c2_107,c4_107,bridge_c2_c4_107,c2_107,0,2500,120,21.1679,256,1,42,2000
q01111,associative,nn,c0_015,c2_015,bridge_c0_c2_015,c0_015,0,0,0,0.0082,256,1,42,2000
q01111,associative,minsim,c0_015,c2_015,bridge_c0_c2_015,c2_076,0,0,0,0.0129,256,1,42,2000
q01111,associative,graph_ppr,c0_015,c2_015,bridge_c0_c2_015,bridge_c0_c2_015,1,0,0,10.5672,256,1,42,2000
q01111,associative,topogps,c0_015,c2_015,bridge_c0_c2_015,bridge_c0_c2_015,1,3,0,0.7604,256,1,42,2000
q01111,associative,topogps_cuepath,c0_015,c2_015,bridge_c0_c2_015,bridge_c0_c2_015,1,3,0,0.4873,256,1,42,2000
q01111,associative,topogps_no_cue,c0_015,c2_015,bridge_c0_c2_015,c0_015,0,2500,120,21.8187,256,1,42,2000
q01112,associative,nn,c4_097,c1_097,bridge_c1_c4_097,c4_097,0,0,0,0.0083,256,1,42,2000
q01112,associative,minsim,c4_097,c1_097,bridge_c1_c4_097,c1_022,0,0,0,0.0128,256,1,42,2000
q01112,associative,graph_ppr,c4_097,c1_097,bridge_c1_c4_097,bridge_c1_c4_097,1,0,0,10.3682,256,1,42,2000
q01112,associative,topogps,c4_097,c1_097,bridge_c1_c4_097,bridge_c1_c4_097,1,3,1,0.8601,256,1,42,2000
q01112,associative,topogps_cuepath,c4_097,c1_097,bridge_c1_c4_097,bridge_c1_c4_097,1,3,0,0.526,256,1,42,2000
q01112,associative,topogps_no_cue,c4_097,c1_097,bridge_c1_c4_097,c4_097,0,2340,120,20.4678,256,1,42,2000
q01113,associative,nn,c3_021,c2_021,bridge_c2_c3_021,c3_021,0,0,0,0.0084,256,1,42,2000
q01113,associative,minsim,c3_021,c2_021,bridge_c2_c3_021,c3_034,0,0,0,0.0129,256,1,42,2000
q01113,associative,graph_ppr,c3_021,c2_021,bridge_c2_c3_021,bridge_c2_c3_021,1,0,0,10.4143,256,1,42,2000
q01113,associative,topogps,c3_021,c2_021,bridge_c2_c3_021,bridge_c2_c3_021,1,3,0,0.7901,256,1,42,2000
q01113,associative,topogps_cuepath,c3_021,c2_021,bridge_c2_c3_021,bridge_c2_c3_021,1,3,0,0.5201,256,1,42,2000
q01113,associative,topogps_no_cue,c3_021,c2_021,bridge_c2_c3_021,c3_021,0,2402,120,20.3632,256,1,42,2000
q01114,associative,nn,c3_089,c1_089,bridge_c1_c3_089,c3_089,0,0,0,0.0083,256,1,42,2000
q01114,associative,minsim,c3_089,c1_089,bridge_c1_c3_089,c2_045,0,0,0,0.0128,256,1,42,2000
q01114,associative,graph_ppr,c3_089,c1_089,bridge_c1_c3_089,bridge_c1_c3_089,1,0,0,10.4392,256,1,42,2000
q01114,associative,topogps,c3_089,c1_089,bridge_c1_c3_089,bridge_c1_c3_089,1,3,0,0.8021,256,1,42,2000
q01114,associative,topogps_cuepath,c3_089,c1_089,bridge_c1_c3_089,bridge_c1_c3_089,1,3,0,0.5209,256,1,42,2000
q01114,associative,topogps_no_cue,c3_089,c1_089,bridge_c1_c3_089,c3_089,0,2379,120,20.2576,256,1,42,2000
q01115,associative,nn,c4_023,c0_023,bridge_c0_c4_023,c4_023,0,0,0,0.0081,256,1,42,2000
q01115,associative,minsim,c4_023,c0_023,bridge_c0_c4_023,c0_072,0,0,0,0.0126,256,1,42,2000
q01115,associative,graph_ppr,c4_023,c0_023,bridge_c0_c4_023,bridge_c0_c4_023,1,0,0,10.4109,256,1,42,2000
q01115,associative,topogps,c4_023,c0_023,bridge_c0_c4_023,bridge_c0_c4_023,1,3,1,0.8635,256,1,42,2000
q01115,associative,topogps_cuepath,c4_023,c0_023,bridge_c0_c4_023,bridge_c0_c4_023,1,3,0,0.5227,256,1,42,2000
q01115,associative,topogps_no_cue,c4_023,c0_023,bridge_c0_c4_023,c4_023,0,2448,120,20.9382,256,1,42,2000
q01116,associative,nn,c0_060,c3_060,bridge_c0_c3_060,c0_060,0,0,0,0.0081,256,1,42,2000
q01116,associative,minsim,c0_060,c3_060,bridge_c0_c3_060,c2_032,0,0,0,0.0125,256,1,42,2000
q01116,associative,graph_ppr,c0_060,c3_060,bridge_c0_c3_060,bridge_c0_c3_060,1,0,0,10.5041,256,1,42,2000
q01116,associative,topogps,c0_060,c3_060,bridge_c0_c3_060,bridge_c0_c3_060,1,3,0,0.7898,256,1,42,2000
q01116,associative,topogps_cuepath,c0_060,c3_060,bridge_c0_c3_060,bridge_c0_c3_060,1,3,0,0.5126,256,1,42,2000
q01116,associative,topogps_no_cue,c0_060,c3_060,bridge_c0_c3_060,c0_060,0,2500,120,21.3793,256,1,42,2000
q01117,associative,nn,c4_071,c2_071,bridge_c2_c4_071,c4_071,0,0,0,0.0088,256,1,42,2000
q01117,associative,minsim,c4_071,c2_071,bridge_c2_c4_071,c4_115,0,0,0,0.0127,256,1,42,2000
q01117,associative,graph_ppr,c4_071,c2_071,bridge_c2_c4_071,bridge_c2_c4_071,1,0,0,10.373,256,1,42,2000
q01117,associative,topogps,c4_071,c2_071,bridge_c2_c4_071,bridge_c2_c4_071,1,3,1,0.8882,256,1,42,2000
q01117,associative,topogps_cuepath,c4_071,c2_071,bridge_c2_c4_071,bridge_c2_c4_071,1,3,0,0.5395,256,1,42,2000
q01117,associative,topogps_no_cue,c4_071,c2_071,bridge_c2_c4_071,c4_071,0,2364,120,20.6916,256,1,42,2000
q01118,associative,nn,c0_119,c4_119,bridge_c0_c4_119,c0_119,0,0,0,0.008,256,1,42,2000
q01118,associative,minsim,c0_119,c4_119,bridge_c0_c4_119,c4_024,0,0,0,0.0125,256,1,42,2000
q01118,associative,graph_ppr,c0_119,c4_119,bridge_c0_c4_119,bridge_c0_c4_119,1,0,0,10.4759,256,1,42,2000
q01118,associative,topogps,c0_119,c4_119,bridge_c0_c4_119,bridge_c0_c4_119,1,3,0,0.8029,256,1,42,2000
q01118,associative,topogps_cuepath,c0_119,c4_119,bridge_c0_c4_119,bridge_c0_c4_119,1,3,0,0.5433,256,1,42,2000
q01118,associative,topogps_no_cue,c0_119,c4_119,bridge_c0_c4_119,bridge_c0_c3_062,0,2500,120,21.4706,256,1,42,2000
q01119,associative,nn,c0_069,c1_069,bridge_c0_c1_069,c0_069,0,0,0,0.0083,256,1,42,2000
q01119,associative,minsim,c0_069,c1_069,bridge_c0_c1_069,c2_007,0,0,0,0.0128,256,1,42,2000
q01119,associative,graph_ppr,c0_069,c1_069,bridge_c0_c1_069,bridge_c0_c1_069,1,0,0,10.4184,256,1,42,2000
q01119,associative,topogps,c0_069,c1_069,bridge_c0_c1_069,bridge_c0_c1_069,1,3,0,0.7514,256,1,42,2000
q01119,associative,topogps_cuepath,c0_069,c1_069,bridge_c0_c1_069,bridge_c0_c1_069,1,3,0,0.4826,256,1,42,2000
q01119,associative,topogps_no_cue,c0_069,c1_069,bridge_c0_c1_069,c0_069,0,2500,120,21.3361,256,1,42,2000
q01120,associative,nn,c0_049,c3_049,bridge_c0_c3_049,c0_049,0,0,0,0.0079,256,1,42,2000
q01120,associative,minsim,c0_049,c3_049,bridge_c0_c3_049,c0_020,0,0,0,0.0127,256,1,42,2000
q01120,associative,graph_ppr,c0_049,c3_049,bridge_c0_c3_049,bridge_c0_c3_049,1,0,0,10.4027,256,1,42,2000
q01120,associative,topogps,c0_049,c3_049,bridge_c0_c3_049,bridge_c0_c3_049,1,3,0,0.7593,256,1,42,2000
q01120,associative,topogps_cuepath,c0_049,c3_049,bridge_c0_c3_049,bridge_c0_c3_049,1,3,0,0.4871,256,1,42,2000
q01120,associative,topogps_no_cue,c0_049,c3_049,bridge_c0_c3_049,bridge_c0_c3_108,0,2500,120,21.5085,256,1,42,2000
q01121,associative,nn,c3_089,c0_089,bridge_c0_c3_089,c3_089,0,0,0,0.0084,256,1,42,2000
q01121,associative,minsim,c3_089,c0_089,bridge_c0_c3_089,c2_047,0,0,0,0.0135,256,1,42,2000
q01121,associative,graph_ppr,c3_089,c0_089,bridge_c0_c3_089,bridge_c0_c3_089,1,0,0,10.3519,256,1,42,2000
q01121,associative,topogps,c3_089,c0_089,bridge_c0_c3_089,bridge_c0_c3_089,1,3,0,0.7794,256,1,42,2000
q01121,associative,topogps_cuepath,c3_089,c0_089,bridge_c0_c3_089,bridge_c0_c3_089,1,3,0,0.5157,256,1,42,2000
q01121,associative,topogps_no_cue,c3_089,c0_089,bridge_c0_c3_089,c3_089,0,2432,120,20.8025,256,1,42,2000
q01122,associative,nn,c4_036,c3_036,bridge_c3_c4_036,c4_036,0,0,0,0.0082,256,1,42,2000
q01122,associative,minsim,c4_036,c3_036,bridge_c3_c4_036,c1_071,0,0,0,0.0136,256,1,42,2000
q01122,associative,graph_ppr,c4_036,c3_036,bridge_c3_c4_036,bridge_c3_c4_036,1,0,0,10.3409,256,1,42,2000
q01122,associative,topogps,c4_036,c3_036,bridge_c3_c4_036,bridge_c3_c4_036,1,3,0,0.7846,256,1,42,2000
q01122,associative,topogps_cuepath,c4_036,c3_036,bridge_c3_c4_036,bridge_c3_c4_036,1,3,0,0.5327,256,1,42,2000
q01122,associative,topogps_no_cue,c4_036,c3_036,bridge_c3_c4_036,c4_036,0,2426,120,20.8979,256,1,42,2000
q01123,associative,nn,c2_077,c1_077,bridge_c1_c2_077,c2_077,0,0,0,0.0084,256,1,42,2000
q01123,associative,minsim,c2_077,c1_077,bridge_c1_c2_077,c2_094,0,0,0,0.0134,256,1,42,2000
q01123,associative,graph_ppr,c2_077,c1_077,bridge_c1_c2_077,bridge_c1_c2_077,1,0,0,10.4045,256,1,42,2000
q01123,associative,topogps,c2_077,c1_077,bridge_c1_c2_077,bridge_c1_c2_077,1,3,0,0.7524,256,1,42,2000
q01123,associative,topogps_cuepath,c2_077,c1_077,bridge_c1_c2_077,bridge_c1_c2_077,1,3,0,0.4851,256,1,42,2000
q01123,associative,topogps_no_cue,c2_077,c1_077,bridge_c1_c2_077,bridge_c2_c4_027,0,2500,120,21.3263,256,1,42,2000
q01124,associative,nn,c3_042,c2_042,bridge_c2_c3_042,c3_042,0,0,0,0.0083,256,1,42,2000
q01124,associative,minsim,c3_042,c2_042,bridge_c2_c3_042,c3_034,0,0,0,0.0131,256,1,42,2000
q01124,associative,graph_ppr,c3_042,c2_042,bridge_c2_c3_042,bridge_c2_c3_042,1,0,0,10.4225,256,1,42,2000
q01124,associative,topogps,c3_042,c2_042,bridge_c2_c3_042,bridge_c2_c3_042,1,3,0,0.7652,256,1,42,2000
q01124,associative,topogps_cuepath,c3_042,c2_042,bridge_c2_c3_042,bridge_c2_c3_042,1,3,0,0.5048,256,1,42,2000
q01124,associative,topogps_no_cue,c3_042,c2_042,bridge_c2_c3_042,c3_042,0,2409,120,20.3346,256,1,42,2000
q01125,associative,nn,c2_113,c1_113,bridge_c1_c2_113,c2_113,0,0,0,0.0082,256,1,42,2000
q01125,associative,minsim,c2_113,c1_113,bridge_c1_c2_113,c2_042,0,0,0,0.0132,256,1,42,2000
q01125,associative,graph_ppr,c2_113,c1_113,bridge_c1_c2_113,bridge_c1_c2_113,1,0,0,10.3815,256,1,42,2000
q01125,associative,topogps,c2_113,c1_113,bridge_c1_c2_113,bridge_c1_c2_113,1,3,0,0.781,256,1,42,2000
q01125,associative,topogps_cuepath,c2_113,c1_113,bridge_c1_c2_113,bridge_c1_c2_113,1,3,0,0.5168,256,1,42,2000
q01125,associative,topogps_no_cue,c2_113,c1_113,bridge_c1_c2_113,c2_113,0,2500,120,21.1876,256,1,42,2000
q01126,associative,nn,c1_049,c2_049,bridge_c1_c2_049,c1_049,0,0,0,0.0081,256,1,42,2000
q01126,associative,minsim,c1_049,c2_049,bridge_c1_c2_049,c1_100,0,0,0,0.0134,256,1,42,2000
q01126,associative,graph_ppr,c1_049,c2_049,bridge_c1_c2_049,bridge_c1_c2_049,1,0,0,10.4927,256,1,42,2000
q01126,associative,topogps,c1_049,c2_049,bridge_c1_c2_049,bridge_c1_c2_049,1,3,0,0.7739,256,1,42,2000
q01126,associative,topogps_cuepath,c1_049,c2_049,bridge_c1_c2_049,bridge_c1_c2_049,1,3,0,0.4933,256,1,42,2000
q01126,associative,topogps_no_cue,c1_049,c2_049,bridge_c1_c2_049,c1_049,0,2500,120,21.3491,256,1,42,2000
q01127,associative,nn,c1_021,c3_021,bridge_c1_c3_021,c1_021,0,0,0,0.0084,256,1,42,2000
q01127,associative,minsim,c1_021,c3_021,bridge_c1_c3_021,c3_010,0,0,0,0.0134,256,1,42,2000
q01127,associative,graph_ppr,c1_021,c3_021,bridge_c1_c3_021,bridge_c1_c3_021,1,0,0,11.1818,256,1,42,2000
q01127,associative,topogps,c1_021,c3_021,bridge_c1_c3_021,bridge_c1_c3_021,1,3,1,0.9189,256,1,42,2000
q01127,associative,topogps_cuepath,c1_021,c3_021,bridge_c1_c3_021,bridge_c1_c3_021,1,3,0,0.5058,256,1,42,2000
q01127,associative,topogps_no_cue,c1_021,c3_021,bridge_c1_c3_021,bridge_c1_c4_073,0,2500,120,21.3989,256,1,42,2000
q01128,associative,nn,c0_077,c1_077,bridge_c0_c1_077,c0_077,0,0,0,0.0085,256,1,42,2000
q01128,associative,minsim,c0_077,c1_077,bridge_c0_c1_077,c4_085,0,0,0,0.0136,256,1,42,2000
q01128,associative,graph_ppr,c0_077,c1_077,bridge_c0_c1_077,bridge_c0_c1_077,1,0,0,10.5843,256,1,42,2000
q01128,associative,topogps,c0_077,c1_077,bridge_c0_c1_077,bridge_c0_c1_077,1,3,1,0.8394,256,1,42,2000
q01128,associative,topogps_cuepath,c0_077,c1_077,bridge_c0_c1_077,bridge_c0_c1_077,1,3,0,0.4945,256,1,42,2000
q01128,associative,topogps_no_cue,c0_077,c1_077,bridge_c0_c1_077,bridge_c0_c3_067,0,2500,120,21.2577,256,1,42,2000
q01129,associative,nn,c2_046,c0_046,bridge_c0_c2_046,c2_046,0,0,0,0.0084,256,1,42,2000
q01129,associative,minsim,c2_046,c0_046,bridge_c0_c2_046,c0_060,0,0,0,0.0136,256,1,42,2000
q01129,associative,graph_ppr,c2_046,c0_046,bridge_c0_c2_046,bridge_c0_c2_046,1,0,0,10.3284,256,1,42,2000
q01129,associative,topogps,c2_046,c0_046,bridge_c0_c2_046,bridge_c0_c2_046,1,3,0,0.7379,256,1,42,2000
q01129,associative,topogps_cuepath,c2_046,c0_046,bridge_c0_c2_046,bridge_c0_c2_046,1,3,0,0.4752,256,1,42,2000
q01129,associative,topogps_no_cue,c2_046,c0_046,bridge_c0_c2_046,c2_046,0,2500,120,21.2935,256,1,42,2000
q01130,associative,nn,c0_032,c2_032,bridge_c0_c2_032,c0_032,0,0,0,0.0081,256,1,42,2000
q01130,associative,minsim,c0_032,c2_032,bridge_c0_c2_032,c2_059,0,0,0,0.0136,256,1,42,2000
q01130,associative,graph_ppr,c0_032,c2_032,bridge_c0_c2_032,bridge_c0_c2_032,1,0,0,10.4614,256,1,42,2000
q01130,associative,topogps,c0_032,c2_032,bridge_c0_c2_032,bridge_c0_c2_032,1,3,1,0.8497,256,1,42,2000
q01130,associative,topogps_cuepath,c0_032,c2_032,bridge_c0_c2_032,bridge_c0_c2_032,1,3,0,0.5107,256,1,42,2000
q01130,associative,topogps_no_cue,c0_032,c2_032,bridge_c0_c2_032,bridge_c0_c2_073,0,2500,120,21.3957,256,1,42,2000
q01131,associative,nn,c4_013,c1_013,bridge_c1_c4_013,c4_013,0,0,0,0.0085,256,1,42,2000
q01131,associative,minsim,c4_013,c1_013,bridge_c1_c4_013,c4_091,0,0,0,0.0136,256,1,42,2000
q01131,associative,graph_ppr,c4_013,c1_013,bridge_c1_c4_013,bridge_c1_c3_092,0,0,0,10.3917,256,1,42,2000
q01131,associative,topogps,c4_013,c1_013,bridge_c1_c4_013,bridge_c1_c4_013,1,3,1,0.9633,256,1,42,2000
q01131,associative,topogps_cuepath,c4_013,c1_013,bridge_c1_c4_013,bridge_c1_c4_013,1,3,0,0.542,256,1,42,2000
q01131,associative,topogps_no_cue,c4_013,c1_013,bridge_c1_c4_013,c4_013,0,2323,120,20.4585,256,1,42,2000
q01132,associative,nn,c1_105,c4_105,bridge_c1_c4_105,c1_105,0,0,0,0.0083,256,1,42,2000
q01132,associative,minsim,c1_105,c4_105,bridge_c1_c4_105,c1_035,0,0,0,0.0136,256,1,42,2000
q01132,associative,graph_ppr,c1_105,c4_105,bridge_c1_c4_105,bridge_c1_c4_105,1,0,0,10.4136,256,1,42,2000
q01132,associative,topogps,c1_105,c4_105,bridge_c1_c4_105,bridge_c1_c4_105,1,3,1,0.8521,256,1,42,2000
q01132,associative,topogps_cuepath,c1_105,c4_105,bridge_c1_c4_105,bridge_c1_c4_105,1,3,0,0.5193,256,1,42,2000
q01132,associative,topogps_no_cue,c1_105,c4_105,bridge_c1_c4_105,bridge_c1_c2_113,0,2500,120,21.3388,256,1,42,2000
q01133,associative,nn,c4_032,c1_032,bridge_c1_c4_032,c4_032,0,0,0,0.0084,256,1,42,2000
q01133,associative,minsim,c4_032,c1_032,bridge_c1_c4_032,c1_119,0,0,0,0.0135,256,1,42,2000
q01133,associative,graph_ppr,c4_032,c1_032,bridge_c1_c4_032,bridge_c1_c4_032,1,0,0,10.3763,256,1,42,2000
q01133,associative,topogps,c4_032,c1_032,bridge_c1_c4_032,bridge_c1_c4_032,1,3,0,0.8043,256,1,42,2000
q01133,associative,topogps_cuepath,c4_032,c1_032,bridge_c1_c4_032,bridge_c1_c4_032,1,3,0,0.5463,256,1,42,2000
q01133,associative,topogps_no_cue,c4_032,c1_032,bridge_c1_c4_032,c4_032,0,2500,120,21.2375,256,1,42,2000
q01134,associative,nn,c2_004,c4_004,bridge_c2_c4_004,c2_004,0,0,0,0.0082,256,1,42,2000
q01134,associative,minsim,c2_004,c4_004,bridge_c2_c4_004,c4_102,0,0,0,0.0137,256,1,42,2000
q01134,associative,graph_ppr,c2_004,c4_004,bridge_c2_c4_004,bridge_c2_c4_004,1,0,0,10.375,256,1,42,2000
q01134,associative,topogps,c2_004,c4_004,bridge_c2_c4_004,bridge_c2_c4_004,1,3,1,0.8983,256,1,42,2000
q01134,associative,topogps_cuepath,c2_004,c4_004,bridge_c2_c4_004,bridge_c2_c4_004,1,3,0,0.5785,256,1,42,2000
q01134,associative,topogps_no_cue,c2_004,c4_004,bridge_c2_c4_004,bridge_c2_c3_026,0,2500,120,21.0486,256,1,42,2000
q01135,associative,nn,c4_076,c3_076,bridge_c3_c4_076,c4_076,0,0,0,0.0082,256,1,42,2000
q01135,associative,minsim,c4_076,c3_076,bridge_c3_c4_076,c4_002,0,0,0,0.0133,256,1,42,2000
q01135,associative,graph_ppr,c4_076,c3_076,bridge_c3_c4_076,bridge_c3_c4_076,1,0,0,10.4198,256,1,42,2000
q01135,associative,topogps,c4_076,c3_076,bridge_c3_c4_076,bridge_c3_c4_076,1,3,0,0.8165,256,1,42,2000
q01135,associative,topogps_cuepath,c4_076,c3_076,bridge_c3_c4_076,bridge_c3_c4_076,1,3,0,0.5463,256,1,42,2000
q01135,associative,topogps_no_cue,c4_076,c3_076,bridge_c3_c4_076,c4_076,0,2500,120,21.2524,256,1,42,2000
q01136,associative,nn,c0_038,c1_038,bridge_c0_c1_038,c0_038,0,0,0,0.0084,256,1,42,2000
q01136,associative,minsim,c0_038,c1_038,bridge_c0_c1_038,c4_117,0,0,0,0.0136,256,1,42,2000
q01136,associative,graph_ppr,c0_038,c1_038,bridge_c0_c1_038,bridge_c0_c1_038,1,0,0,10.4125,256,1,42,2000
q01136,associative,topogps,c0_038,c1_038,bridge_c0_c1_038,bridge_c0_c1_038,1,3,0,0.7489,256,1,42,2000
q01136,associative,topogps_cuepath,c0_038,c1_038,bridge_c0_c1_038,bridge_c0_c1_038,1,3,0,0.4932,256,1,42,2000
q01136,associative,topogps_no_cue,c0_038,c1_038,bridge_c0_c1_038,c0_038,0,2500,120,21.2029,256,1,42,2000
